Episode,Reward,WaitingTime,AvgWaitingPerVehicle,Throughput,TotalVehicles,GreenTime,RedTime,YellowTime
171,20237.5,5969.0,7.174278846153846,23222,832,2260,0,740
172,19997.0,6744.0,8.10576923076923,23369,832,2293,0,707
173,20418.0,6390.0,7.680288461538462,23613,832,2297,0,703
174,19993.5,6843.0,8.224759615384615,23415,832,2228,0,772
175,20729.0,5736.0,6.894230769230769,23597,832,2282,0,718
176,19548.0,7306.0,8.78125,23201,832,2291,0,709
177,20300.0,6340.0,7.6201923076923075,23470,832,2282,0,718
178,20565.0,5462.0,6.564903846153846,23296,832,2267,0,733
179,20331.5,6341.0,7.621394230769231,23502,832,2306,0,694
180,19952.0,7256.0,8.721153846153847,23580,832,2253,0,747
181,20618.5,5775.0,6.941105769230769,23506,832,2254,0,746
182,20167.0,6292.0,7.5625,23313,832,2297,0,703
183,20025.0,7144.0,8.586538461538462,23597,832,2286,0,714
184,19580.0,7816.0,9.39423076923077,23488,832,2246,0,754
185,20431.5,6183.0,7.431490384615385,23523,832,2217,0,783
186,20050.0,7348.0,8.83173076923077,23724,832,2243,0,757
187,20732.0,5692.0,6.841346153846154,23578,832,2229,0,771
188,20771.0,5478.0,6.584134615384615,23510,832,2239,0,761
189,20464.5,5613.0,6.746394230769231,23271,832,2262,0,738
190,20232.5,6453.0,7.756009615384615,23459,832,2234,0,766
191,19879.0,7276.0,8.745192307692308,23517,832,2219,0,781
192,20433.5,5939.0,7.138221153846154,23403,832,2174,0,826
193,20695.5,5497.0,6.606971153846154,23444,832,2266,0,734
194,20510.0,5716.0,6.8701923076923075,23368,832,2286,0,714
195,20472.0,5620.0,6.7548076923076925,23282,832,2267,0,733
196,20587.5,5441.0,6.539663461538462,23308,832,2289,0,711
197,20071.0,7246.0,8.709134615384615,23694,832,2280,0,720
198,20210.0,6372.0,7.658653846153846,23396,832,2300,0,700
199,20275.5,6455.0,7.758413461538462,23503,832,2295,0,705
200,20281.0,6544.0,7.865384615384615,23553,832,2304,0,696
201,19907.5,6763.0,8.12860576923077,23289,832,2346,0,654
202,20555.0,5666.0,6.810096153846154,23388,832,2315,0,685
203,20444.5,5569.0,6.693509615384615,23229,832,2325,0,675
204,20026.5,6661.0,8.006009615384615,23357,832,2371,0,629
205,20654.5,5533.0,6.650240384615385,23421,832,2343,0,657
206,19923.0,7776.0,9.346153846153847,23811,832,2324,0,676
207,19810.0,7270.0,8.73798076923077,23445,832,2350,0,650
208,20234.0,6994.0,8.40625,23731,832,2343,0,657
209,20207.5,6959.0,8.364182692307692,23687,832,2331,0,669
210,20320.0,6278.0,7.545673076923077,23459,832,2355,0,645
211,20095.5,7437.0,8.938701923076923,23814,832,2370,0,630
212,20480.5,5899.0,7.090144230769231,23430,832,2373,0,627
213,20650.5,5223.0,6.277644230769231,23262,832,2386,0,614
214,20453.0,6164.0,7.408653846153846,23535,832,2381,0,619
215,20468.5,5399.0,6.4891826923076925,23168,832,2343,0,657
216,20202.5,6685.0,8.03485576923077,23545,832,2363,0,637
217,20552.5,5611.0,6.743990384615385,23358,832,2382,0,618
218,20259.0,6332.0,7.610576923076923,23425,832,2394,0,606
219,20337.5,6307.0,7.580528846153846,23491,832,2436,0,564
220,20448.5,6007.0,7.219951923076923,23452,832,2380,0,620
221,20339.0,6368.0,7.653846153846154,23523,832,2380,0,620
222,19572.5,8067.0,9.695913461538462,23606,832,2413,0,587
223,20230.0,7088.0,8.51923076923077,23774,832,2362,0,638
224,20560.0,5718.0,6.872596153846154,23419,832,2383,0,617
225,19792.0,7616.0,9.153846153846153,23600,832,2369,0,631
226,20166.5,6713.0,8.068509615384615,23523,832,2355,0,645
227,20496.0,6032.0,7.25,23512,832,2330,0,670
228,19273.5,8981.0,10.794471153846153,23764,832,2325,0,675
229,20261.0,6548.0,7.8701923076923075,23535,832,2366,0,634
230,19947.5,7133.0,8.573317307692308,23514,832,2313,0,687
231,20331.5,5779.0,6.945913461538462,23221,832,2341,0,659
232,20293.0,6820.0,8.197115384615385,23703,832,2322,0,678
233,20057.0,6696.0,8.048076923076923,23405,832,2358,0,642
234,20223.0,6632.0,7.971153846153846,23539,832,2336,0,664
235,20544.5,5293.0,6.361778846153846,23191,832,2335,0,665
236,20161.5,6323.0,7.599759615384615,23323,832,2344,0,656
237,20028.5,7061.0,8.486778846153847,23559,832,2346,0,654
238,20559.0,6220.0,7.475961538461538,23669,832,2336,0,664
239,20419.0,5590.0,6.71875,23214,832,2371,0,629
240,20651.0,5548.0,6.668269230769231,23425,832,2345,0,655
241,20706.5,5247.0,6.306490384615385,23330,832,2376,0,624
242,20726.0,5874.0,7.060096153846154,23663,832,2372,0,628
243,20365.0,6180.0,7.427884615384615,23455,832,2356,0,644
244,20903.0,5304.0,6.375,23555,832,2382,0,618
245,19563.5,7809.0,9.385817307692308,23468,832,2376,0,624
246,20187.0,6672.0,8.01923076923077,23523,832,2367,0,633
247,20736.5,5513.0,6.626201923076923,23493,832,2348,0,652
248,19898.5,7029.0,8.448317307692308,23413,832,2414,0,586
249,20774.0,5254.0,6.314903846153846,23401,832,2387,0,613
250,20078.0,7084.0,8.514423076923077,23620,832,2378,0,622
