Episode,Reward,WaitingTime,AvgWaitingPerVehicle,Throughput,TotalVehicles,GreenTime,RedTime,YellowTime
167,10095.5,268071.0,79.35790408525754,144131,3378,2805,0,195
168,19351.0,251916.0,74.09294117647059,145309,3400,2826,0,174
169,769.5,286907.0,84.35960011761247,144223,3401,2848,0,152
170,8627.5,264251.0,78.04223272297696,140753,3386,2822,0,178
171,15614.5,254267.0,75.09362079149439,142748,3386,2811,0,189
172,35944.5,211677.0,61.6235807860262,141783,3435,2812,0,188
173,35.5,287629.0,86.34914440108075,143850,3331,2824,0,176
174,5271.0,269758.0,79.57463126843658,140150,3390,2820,0,180
175,4982.0,279746.0,82.47228773584905,144855,3392,2798,0,202
176,-7355.0,303364.0,91.40222958722507,144327,3319,2816,0,184
177,-6082.5,303617.0,89.40429917550058,145726,3396,2800,0,200
178,10482.0,264034.0,77.67990585466313,142499,3399,2794,0,206
179,24552.0,234446.0,68.21239453011347,141775,3437,2817,0,183
180,12082.0,252560.0,73.97773872290568,138362,3414,2799,0,201
181,15850.5,255277.0,74.77357937902754,143489,3414,2798,0,202
182,-1305.0,288162.0,84.43070612364488,142776,3413,2802,0,198
183,-12260.5,312897.0,92.60047351287363,144188,3379,2808,0,192
184,-5194.0,295322.0,86.91053560918188,142467,3398,2823,0,177
185,16073.0,248166.0,72.49956178790535,140156,3423,2807,0,193
186,10062.0,260934.0,76.29649122807018,140529,3420,2805,0,195
187,13512.5,249029.0,71.76628242074928,138027,3470,2793,0,207
188,-2016.0,284504.0,82.56065002901916,140236,3446,2811,0,189
189,-10397.0,297982.0,87.12923976608187,138594,3420,2804,0,196
190,-21622.0,333546.0,97.4141355140187,145151,3424,2814,0,186
191,5365.0,280152.0,81.74846804785527,145441,3427,2809,0,191
192,10148.0,257450.0,74.99271773958637,138873,3433,2813,0,187
193,66.0,286114.0,84.20070629782225,143123,3398,2778,0,222
194,-838.5,289181.0,84.7789504544122,143752,3411,2773,0,227
195,-1277.5,290613.0,85.29879659524508,144029,3407,2802,0,198
196,10792.5,258895.0,75.1291352292513,140240,3446,2770,0,230
197,-8729.5,303553.0,87.88448176027794,143047,3454,2803,0,197
198,-11260.0,320594.0,93.85070257611241,149037,3416,2794,0,206
199,-6322.5,291025.0,85.34457478005865,139190,3410,2749,0,251
200,-1925.0,296772.0,86.52244897959184,146461,3430,2747,0,253
201,3.0,296270.0,86.125,148138,3440,2733,0,267
202,-18438.5,331225.0,96.93444541995903,147174,3417,2736,0,264
203,-5201.5,303489.0,88.12108013937282,146543,3444,2732,0,268
204,-9440.5,306643.0,89.19226294357185,143881,3438,2735,0,265
205,-12277.0,298706.0,87.64847417840376,137076,3408,2716,0,284
206,-9211.5,306759.0,89.2779394644936,144168,3436,2725,0,275
207,-18492.5,311849.0,91.21058789119625,137432,3419,2717,0,283
208,2560.5,286351.0,83.19320162696107,145736,3442,2716,0,284
209,4646.5,290511.0,83.98699045967042,149902,3459,2719,0,281
210,-1847.0,290668.0,84.61950509461427,143487,3435,2729,0,271
211,7984.0,268806.0,78.16400116312882,142387,3439,2706,0,294
212,8793.5,273401.0,79.91844489915229,145494,3421,2720,0,280
213,-39217.5,381821.0,111.90533411488863,151693,3412,2750,0,250
214,-28021.5,348789.0,102.585,146373,3400,2698,0,302
215,-7305.5,308579.0,90.1750438340152,146984,3422,2713,0,287
216,-12355.0,327392.0,96.43357879234168,151341,3395,2707,0,293
217,-21665.5,342319.0,99.71424410136906,149494,3433,2716,0,284
218,-7754.5,313435.0,92.51328217237308,148963,3388,2717,0,283
219,-16801.5,342523.0,100.5055751173709,154460,3408,2739,0,261
220,-958.0,302280.0,87.74455732946299,150182,3445,2688,0,312
221,8529.5,292717.0,84.62474703671582,154888,3459,2719,0,281
222,5352.5,282127.0,81.6575976845152,146416,3455,2731,0,269
223,-3450.5,315273.0,92.32005856515373,154186,3415,2735,0,265
224,-4454.0,325808.0,95.04317386231038,158450,3428,2729,0,271
225,-7688.0,324354.0,94.1247823563552,154489,3446,2712,0,288
226,-7032.5,322087.0,94.2601697395376,154011,3417,2762,0,238
227,-20249.0,344640.0,100.74247296112247,152071,3421,2737,0,263
228,-9057.5,322943.0,94.70469208211144,152414,3410,2711,0,289
229,6842.5,296659.0,86.31335466977015,155172,3437,2752,0,248
230,-2283.5,322373.0,93.9041654529566,158903,3433,2762,0,238
231,-12848.0,342370.0,100.02044989775051,158337,3423,2735,0,265
232,11536.0,279030.0,80.87826086956522,151051,3450,2772,0,228
233,3274.5,305185.0,89.52332062188324,155867,3409,2747,0,253
234,-10211.0,320924.0,93.53657825706792,150251,3431,2753,0,247
235,-6236.0,323606.0,94.59397836889798,155567,3421,2731,0,269
236,-1668.5,314801.0,91.53852864204711,155732,3439,2759,0,241
237,-10090.0,340816.0,99.91673995895631,160318,3411,2752,0,248
238,-1935941.5,4165327.0,1379.2473509933775,146722,3020,2765,0,235
239,-6611.0,303100.0,88.21303841676368,144939,3436,2773,0,227
240,-14584.0,331286.0,97.1228378774553,151059,3411,2762,0,238
241,-14276.0,300180.0,88.34020011771631,135814,3398,2764,0,236
242,-15917.0,302854.0,89.76111440426793,135510,3374,2720,0,280
243,-6616.5,279111.0,82.33362831858408,132939,3390,2761,0,239
244,-20888.0,307260.0,91.61001788908766,132742,3354,2745,0,255
245,-23576.0,299656.0,90.04086538461539,126252,3328,2720,0,280
246,-10427.5,262937.0,79.00751201923077,121041,3328,2699,0,301
247,-6728.5,263003.0,78.7434131736527,124773,3340,2736,0,264
248,-20463.5,298503.0,89.31867145421903,128788,3342,2741,0,259
249,-28384.0,305960.0,93.11016433353622,124596,3286,2732,0,268
250,-35572.0,317352.0,95.93470374848852,123104,3308,2748,0,252
