Episode,Reward,WaitingTime,AvgWaitingPerVehicle,Throughput,TotalVehicles
43,-89262.125,10448792.0,17045.337683523656,12603,613
44,-90382.0,10649296.0,17372.42414355628,12915,613
45,-89720.5,10534215.0,17184.69004893964,12811,613
46,-90755.875,10651333.0,17404.13888888889,12671,612
47,-89305.5625,10489049.0,17138.968954248365,12876,612
48,-88935.8125,10421824.0,17029.124183006537,12586,612
49,-90379.5,10579486.0,17258.541598694945,13106,613
50,-89198.375,10448341.0,17072.452614379086,12743,612
51,-89964.75,10509544.0,17144.443719412724,12696,613
52,-89485.4375,10534970.0,17214.003267973858,12612,612
53,-91639.875,10726986.0,17499.161500815662,13181,613
54,-89218.125,10471121.0,17081.763458401307,12858,613
55,-89513.0625,10469149.0,17078.546492659054,12595,613
56,-91528.25,10728842.0,17502.189233278958,12624,613
57,-92898.0625,10867873.0,17728.99347471452,13257,613
58,-90851.1875,10635785.0,17350.383360522024,12479,613
59,-89302.5,10499688.0,17128.36541598695,12632,613
60,-91078.375,10660989.0,17391.499184339315,12987,613
61,-88704.875,10385189.0,16969.263071895424,12755,612
62,-89546.75,10494280.0,17147.516339869282,13177,612
63,-90628.8125,10631906.0,17344.05546492659,12945,613
64,-89027.1875,10409732.0,17009.366013071896,13151,612
65,-91100.25,10682017.0,17454.27614379085,13348,612
66,-89362.8125,10478082.0,17121.049019607843,12531,612
67,-90492.5,10607144.0,17303.660685154977,12964,613
68,-89695.375,10509503.0,17144.37683523654,12772,613
69,-89348.25,10485306.0,17132.852941176472,12811,612
70,-91462.25,10697995.0,17451.867862969004,12933,613
71,-90371.6875,10630564.0,17370.202614379086,13107,612
72,-92459.8125,10865141.0,17724.536704730832,12988,613
73,-91348.3125,10725800.0,17497.226753670475,12937,613
74,-91542.375,10770527.0,17598.900326797386,12786,612
75,-91230.9375,10671343.0,17408.389885807504,12965,613
76,-89413.8125,10492139.0,17144.017973856207,12646,612
77,-91616.0,10724331.0,17523.416666666668,12685,612
78,-91107.3125,10712524.0,17475.56933115824,13046,613
79,-92629.5,10909776.0,17797.350734094616,13125,613
80,-90032.625,10544915.0,17230.253267973858,12586,612
81,-90512.25,10654407.0,17409.16176470588,12271,612
82,-89314.5625,10481516.0,17126.660130718956,12771,612
83,-90616.1875,10655026.0,17381.771615008158,12795,613
84,-90734.1875,10636576.0,17351.673735725937,12947,613
85,-91481.875,10704233.0,17490.57679738562,12667,612
86,-92257.4375,10780879.0,17587.078303425777,13042,613
87,-89242.3125,10460870.0,17065.04078303426,12762,613
88,-90459.0625,10560186.0,17255.20588235294,12669,612
89,-91220.8125,10669328.0,17405.10277324633,12811,613
90,-90834.0625,10688708.0,17436.717781402935,12806,613
91,-92284.0,10823347.0,17656.357259380096,12762,613
92,-90568.25,10617289.0,17320.21044045677,12680,613
93,-91469.75,10699998.0,17483.656862745098,12498,612
94,-90388.5,10597839.0,17316.730392156864,12868,612
95,-91016.375,10662738.0,17422.774509803923,12765,612
96,-90087.625,10541772.0,17197.017944535073,12861,613
97,-91582.4375,10774286.0,17605.04248366013,12788,612
98,-90518.875,10651705.0,17376.353996737358,12834,613
99,-88556.8125,10385433.0,16941.978792822185,12633,613
100,-93001.8125,10906625.0,17821.28267973856,13122,612
101,-91342.0,10714723.0,17479.15660685155,12685,613
102,-92076.375,10814142.0,17641.340946166394,13061,613
103,-89482.9375,10497069.0,17124.092985318108,12586,613
104,-90353.25,10604554.0,17299.435562805873,12928,613
105,-90552.8125,10624754.0,17360.7091503268,13205,612
106,-89477.4375,10478759.0,17094.223491027733,12651,613
107,-90590.0625,10589426.0,17302.983660130718,13093,612
108,-92672.875,10862573.0,17720.347471451874,12719,613
109,-89913.25,10544234.0,17201.034257748775,12808,613
110,-91803.9375,10780251.0,17586.05383360522,12879,613
111,-91035.4375,10690276.0,17439.27569331158,12828,613
112,-90173.75,10575293.0,17279.890522875816,12406,612
113,-89898.625,10570664.0,17244.15008156607,12627,613
114,-89082.8125,10476748.0,17090.94290375204,12842,613
115,-89037.8125,10462446.0,17067.611745513866,12572,613
116,-88706.6875,10398226.0,16962.84828711256,12947,613
117,-90091.8125,10555974.0,17220.185970636216,12544,613
118,-91977.3125,10796996.0,17613.37030995106,12626,613
119,-90507.5,10596183.0,17285.77977161501,13037,613
120,-89983.8125,10575602.0,17252.20554649266,12905,613
121,-91566.0625,10733715.0,17538.75,12854,612
122,-91062.0625,10670304.0,17435.13725490196,12555,612
123,-90657.9375,10647971.0,17398.645424836603,12886,612
124,-89616.0,10505568.0,17137.957585644373,12957,613
125,-89516.25,10521754.0,17164.36215334421,12702,613
126,-90500.5625,10620386.0,17353.571895424837,13114,612
127,-90541.5625,10642071.0,17360.63784665579,13113,613
128,-90874.5625,10605871.0,17301.58401305057,12775,613
129,-90690.3125,10645209.0,17394.132352941175,12598,612
130,-91023.4375,10701681.0,17457.880913539968,12933,613
131,-90048.0625,10578673.0,17257.215334420882,12860,613
132,-90478.875,10620898.0,17354.408496732027,12864,612
133,-88985.75,10476180.0,17090.016313213702,12774,613
134,-89157.9375,10494749.0,17120.30831973899,12714,613
135,-91242.5,10707504.0,17467.380097879282,12996,613
136,-89756.125,10494429.0,17147.75980392157,12441,612
137,-89074.6875,10458483.0,17061.146818923327,12929,613
138,-91746.875,10822095.0,17654.31484502447,12834,613
139,-91210.375,10718108.0,17484.67862969005,12730,613
140,-91109.5625,10734827.0,17511.95269168026,12888,613
141,-89083.0625,10442205.0,17034.592169657422,12834,613
142,-92872.0,10918216.0,17811.119086460032,12635,613
143,-89241.875,10452922.0,17052.075040783035,12538,613
144,-90360.4375,10616317.0,17318.62479608483,12970,613
145,-89633.4375,10503157.0,17134.024469820553,12817,613
146,-89266.5625,10477853.0,17120.67483660131,12959,612
147,-91059.625,10681672.0,17453.712418300653,12579,612
148,-88571.25,10409293.0,17008.648692810457,12853,612
149,-91805.125,10772770.0,17602.565359477125,13015,612
150,-91472.0,10713094.0,17476.499184339315,12829,613
151,-89809.3125,10519278.0,17188.36274509804,12945,612
152,-90787.375,10619756.0,17352.54248366013,12923,612
153,-89275.5,10485822.0,17105.74551386623,12630,613
154,-92573.9375,10865351.0,17724.879282218597,13084,613
155,-88747.5625,10398846.0,16963.859706362153,12991,613
156,-90692.9375,10642097.0,17360.68026101142,13057,613
157,-90617.25,10632485.0,17345.0,12795,613
158,-89737.1875,10505234.0,17137.412724306687,12673,613
159,-90737.5625,10651174.0,17375.48776508972,12968,613
160,-90095.75,10600268.0,17292.443719412724,13064,613
161,-89731.0,10534768.0,17185.592169657422,12727,613
162,-92169.0,10843119.0,17688.611745513866,12697,613
163,-90014.375,10587321.0,17299.54411764706,13070,612
164,-90830.3125,10695224.0,17447.347471451874,12968,613
165,-89757.0,10553248.0,17215.73898858075,12836,613
166,-88939.5,10425063.0,17006.62805872757,12767,613
167,-89001.3125,10421625.0,17028.799019607843,12892,612
168,-91921.9375,10800946.0,17619.814029363784,12720,613
169,-90994.375,10681001.0,17424.145187601956,13247,613
170,-90854.8125,10695890.0,17448.433931484502,12835,613
171,-91034.0625,10688013.0,17435.58401305057,12904,613
172,-90432.625,10623520.0,17330.37520391517,12693,613
173,-91050.8125,10689152.0,17437.442088091353,13041,613
174,-88761.125,10410069.0,17009.916666666668,12852,612
175,-88665.375,10415638.0,16991.2528548124,12665,613
176,-89196.3125,10473723.0,17113.926470588234,12839,612
177,-88271.0625,10384501.0,16940.458401305055,12942,613
178,-90074.6875,10553542.0,17244.349673202614,13392,612
179,-89614.4375,10527043.0,17172.990212071778,13050,613
180,-90762.0,10624672.0,17332.25448613377,12830,613
181,-91068.625,10665109.0,17398.22022838499,13052,613
182,-89315.125,10496444.0,17123.073409461664,12928,613
183,-88568.25,10383797.0,16939.30995106036,12779,613
184,-91533.375,10715453.0,17480.347471451874,12981,613
185,-88663.375,10407453.0,17005.642156862745,12506,612
186,-89181.5,10450832.0,17076.522875816994,12407,612
187,-89441.75,10473414.0,17085.504078303427,12437,613
188,-89988.75,10546612.0,17233.02614379085,13531,612
189,-91457.625,10738258.0,17517.549755301796,12958,613
190,-89821.1875,10544358.0,17229.343137254902,12548,612
191,-90080.875,10512008.0,17148.463295269168,13124,613
192,-90081.625,10592240.0,17279.347471451874,12811,613
193,-90966.3125,10678961.0,17420.817292006526,13026,613
194,-88931.25,10448643.0,17045.09461663948,12746,613
195,-90686.0625,10628314.0,17338.195758564438,12712,613
196,-89363.3125,10473053.0,17084.915171288743,12771,613
197,-91002.8125,10653246.0,17378.867862969004,13103,613
198,-90965.75,10673653.0,17412.15823817292,13303,613
199,-89241.4375,10510386.0,17145.817292006526,12433,613
200,-89306.0625,10453185.0,17052.504078303427,12698,613
201,-88804.6875,10423015.0,17031.070261437908,12856,612
202,-89954.8125,10533910.0,17184.192495921696,12935,613
203,-88002.9375,10327706.0,16875.33660130719,12524,612
204,-89411.25,10466191.0,17073.721044045677,12615,613
205,-90955.3125,10634972.0,17349.05709624796,12971,613
206,-90903.8125,10656742.0,17384.570962479607,12915,613
207,-89705.6875,10527262.0,17173.347471451874,12902,613
208,-89517.625,10511729.0,17148.00815660685,12992,613
209,-89360.375,10434335.0,17021.753670473085,13057,613
210,-86904.5,10191260.0,16652.385620915033,12561,612
211,-87914.25,10315467.0,16827.84176182708,12760,613
212,-89196.1875,10454821.0,17083.0408496732,12958,612
213,-90109.3125,10592563.0,17308.109477124184,12752,612
214,-91016.1875,10637721.0,17381.897058823528,13185,612
215,-90608.5,10635404.0,17349.761827079936,13022,613
216,-90265.5,10605101.0,17300.327895595434,12784,613
217,-89779.625,10500787.0,17130.15823817292,13029,613
218,-91542.75,10692325.0,17442.618270799347,13349,613
219,-89101.75,10429758.0,17014.287112561175,12943,613
220,-89918.0625,10549674.0,17209.908646003263,13215,613
221,-90534.3125,10632935.0,17345.73409461664,12932,613
222,-90936.4375,10641072.0,17359.00815660685,13173,613
223,-90414.9375,10586882.0,17270.606851549754,12831,613
224,-87252.375,10218457.0,16696.82516339869,12548,612
225,-88905.125,10413303.0,16987.443719412724,12660,613
226,-90879.1875,10682647.0,17455.305555555555,13048,612
227,-89711.25,10514695.0,17152.846655791192,12760,613
228,-87753.4375,10273037.0,16786.00816993464,12986,612
229,-89228.375,10452505.0,17051.394779771614,12925,613
230,-90915.4375,10637672.0,17381.816993464054,13384,612
231,-91965.5,10774606.0,17576.84502446982,13234,613
232,-89824.75,10492697.0,17116.96084828711,13246,613
233,-90874.5,10623050.0,17357.92483660131,12852,612
234,-88936.9375,10410107.0,16982.230016313213,12853,613
235,-90280.4375,10551899.0,17213.538336052203,12912,613
236,-89688.9375,10517640.0,17157.650897226755,12845,613
237,-91117.6875,10678622.0,17420.26427406199,12996,613
238,-90010.4375,10520213.0,17189.890522875816,13533,612
239,-88172.3125,10310951.0,16820.47471451876,12792,613
240,-89671.125,10495209.0,17121.058727569332,12862,613
241,-89285.8125,10463507.0,17097.233660130718,12865,612
242,-88196.375,10331005.0,16853.189233278958,12687,613
243,-90446.0,10601891.0,17295.091353996737,12834,613
244,-88657.625,10372150.0,16920.30995106036,12921,613
245,-90496.125,10587624.0,17271.817292006526,12778,613
246,-90876.875,10681741.0,17425.352365415987,12967,613
247,-90042.5,10551190.0,17212.381729200653,13010,613
248,-91090.375,10680373.0,17451.589869281044,13451,612
249,-90622.0625,10563259.0,17232.07014681892,13328,613
250,-89542.875,10468006.0,17076.68189233279,13172,613
