Episode,Reward,WaitingTime,AvgWaitingPerVehicle,Throughput,TotalVehicles
159,-302648.60000000003,48281519.0,108254.5269058296,12449,446
160,-306517.5666666667,48947805.0,109502.91946308725,12661,447
161,-305965.80000000016,48781743.0,109376.10538116592,12672,446
162,-304402.1333333334,48619374.0,108768.1744966443,12607,447
163,-305374.96666666673,48794671.0,109405.09192825112,12525,446
164,-310222.53333333344,49472180.0,110676.01789709172,12826,447
165,-306068.53333333344,48954188.0,109762.7533632287,12553,446
166,-304033.8666666669,48465634.0,108667.34080717489,12542,446
167,-302197.8333333334,48275591.0,107999.08501118569,12742,447
168,-304461.7000000003,48694601.0,109180.71973094171,12689,446
169,-304545.5666666668,48611237.0,108749.97091722595,12591,447
170,-305240.6333333335,48802458.0,109422.55156950673,12729,446
171,-300874.8333333334,48099448.0,107846.29596412556,12554,446
172,-309738.6333333333,49543505.0,110835.58165548099,12931,447
173,-310379.4333333333,49594451.0,111198.32062780269,12851,446
174,-303510.1000000002,48539801.0,108590.15883668904,12712,447
175,-305233.2333333337,48696907.0,109185.89013452915,12642,446
176,-301457.60000000015,48111369.0,107631.69798657719,12675,447
177,-303296.90000000026,48472291.0,108439.12975391498,12606,447
178,-306880.76666666684,49045271.0,109720.96420581655,12840,447
179,-310278.8333333333,49530226.0,111054.31838565023,12801,446
180,-304200.4666666669,48623960.0,109022.33183856502,12695,446
181,-300025.83333333343,47970364.0,107316.25055928412,12471,447
182,-305732.3999999998,48832949.0,109245.97091722595,12740,447
183,-307409.4999999998,49080954.0,109555.70089285714,12669,448
184,-303086.3000000001,48356745.0,108423.19506726458,12668,446
185,-304919.1666666669,48756271.0,109074.43176733781,12614,447
186,-306966.93333333335,49025778.0,109677.35570469798,12914,447
187,-309613.76666666684,49395825.0,110752.97085201794,12806,446
188,-306996.60000000003,49044698.0,109719.68232662193,12685,447
189,-303550.1333333333,48499283.0,108499.51454138702,12795,447
190,-302743.7000000001,48393038.0,108261.82997762863,12644,447
191,-309647.10000000015,49421942.0,110563.62863534676,12778,447
192,-306715.2999999999,49012239.0,109647.06711409397,12887,447
193,-304313.73333333334,48572094.0,108906.0403587444,12787,446
194,-303447.4666666667,48439562.0,108608.88340807175,12324,446
195,-305641.7333333337,48811462.0,109197.90156599552,12674,447
196,-308691.5333333334,49358214.0,110421.06040268457,12925,447
197,-302882.03333333344,48409845.0,108542.2533632287,12556,446
198,-301547.43333333347,48143590.0,107703.7807606264,12611,447
199,-306639.16666666657,48909087.0,109661.63004484306,12537,446
200,-313748.7333333333,50152018.0,112196.90827740492,12761,447
201,-304665.4000000001,48641673.0,108818.06040268457,12586,447
202,-306257.16666666686,48950360.0,109508.63534675616,12610,447
203,-305586.06666666653,48832162.0,109489.15246636771,12682,446
204,-305220.23333333334,48777479.0,109121.8769574944,12628,447
205,-304996.7,48740839.0,108796.515625,12739,448
206,-306497.83333333343,48973341.0,109560.04697986577,12699,447
207,-305609.80000000005,48729418.0,109014.35794183445,12789,447
208,-304959.46666666673,48719152.0,108991.39149888144,12566,447
209,-304402.4333333334,48681130.0,108906.33109619687,12651,447
210,-299134.6333333334,47801639.0,106938.78970917226,12479,447
211,-301689.5333333335,48190581.0,107808.90604026846,12315,447
212,-305581.06666666653,48798537.0,109168.9865771812,12565,447
213,-305267.03333333356,48769209.0,108859.84151785714,12550,448
214,-303140.8333333336,48440215.0,108367.37136465324,12735,447
215,-307424.06666666677,49105508.0,109855.7225950783,12707,447
216,-305509.0666666668,48799274.0,109415.41255605381,12593,446
217,-301508.0333333335,48169403.0,107761.52796420582,12363,447
218,-303614.2000000003,48528069.0,108807.32959641256,12787,446
219,-304351.86666666664,48616141.0,108760.9418344519,12627,447
220,-304983.5333333334,48717937.0,109233.04260089686,12506,446
221,-303934.4666666668,48555602.0,108869.06278026906,12652,446
222,-304587.3333333333,48643202.0,108821.48098434004,12636,447
223,-311010.7333333335,49687782.0,111158.34899328859,12955,447
224,-301659.7666666666,48240287.0,107920.10514541387,12635,447
225,-310789.9000000003,49617371.0,111000.82997762863,12902,447
226,-305375.4,48715846.0,108983.99552572706,12877,447
227,-301602.23333333316,48121785.0,107655.0,12685,447
228,-302777.46666666685,48465297.0,108181.46651785714,12616,448
229,-302519.0666666669,48311417.0,108079.2326621924,12759,447
230,-307534.8,49091886.0,110071.4932735426,12528,446
231,-307518.0999999999,49071337.0,110025.41928251121,12709,446
232,-306371.3000000002,48934511.0,109718.63452914798,12680,446
233,-304066.3333333333,48524303.0,108555.48769574944,12585,447
234,-302965.96666666697,48406791.0,108535.4058295964,12634,446
235,-303764.2666666667,48449572.0,108631.3273542601,12569,446
236,-304365.1666666667,48617766.0,109008.44394618834,12630,446
237,-305723.7666666666,48800951.0,109174.3870246085,12839,447
238,-304637.36666666693,48673440.0,108889.12751677852,12517,447
239,-307715.46666666685,49166202.0,110238.12107623319,12775,446
240,-301667.9000000002,48073921.0,107789.0605381166,12512,446
241,-306449.7333333337,48884283.0,109606.01569506727,12520,446
242,-306239.6999999999,48911856.0,109422.4966442953,12645,447
243,-304466.66666666674,48566084.0,108648.95749440716,12727,447
244,-302256.9333333334,48245109.0,108172.89013452915,12451,446
245,-306457.36666666693,48956871.0,109523.20134228189,12772,447
246,-305794.5000000004,48868396.0,109325.2706935123,12630,447
247,-307340.3666666668,49052445.0,109737.0134228188,12490,447
248,-307553.73333333334,49022986.0,109917.00896860987,12642,446
249,-303777.36666666693,48530462.0,108812.69506726458,12375,446
250,-302318.20000000007,48292266.0,108036.38926174496,12531,447
