Episode,Reward,WaitingTime,AvgWaitingPerVehicle,Throughput,TotalVehicles
103,-308163.16666666634,46817510.0,16381.214135759272,83013,2858
104,-311484.79999999993,47509830.0,16728.813380281692,81549,2840
105,-313992.9666666669,48305229.0,17540.02505446623,81954,2754
106,-306989.4333333332,45676694.0,16289.833808844507,80664,2804
107,-337239.96666666685,51278775.0,18606.231857764877,80651,2756
108,-335384.8000000001,51127349.0,18344.94043774668,82689,2787
109,-305115.19999999995,46587252.0,16990.245076586434,83852,2742
110,-314794.7000000002,48316544.0,17405.095100864553,79986,2776
111,-313630.1,47913789.0,17667.326327433628,81349,2712
112,-332463.5333333333,50537133.0,18696.68257491676,80150,2703
113,-308939.6666666667,47389269.0,16786.84697130712,84903,2823
114,-317297.4666666667,48735398.0,17124.173576950107,83079,2846
115,-316380.69999999984,47709688.0,17749.13988095238,80176,2688
116,-313411.7333333333,48142432.0,17199.868524473026,83118,2799
117,-306196.9666666666,45143491.0,16174.665352920101,82368,2791
118,-317225.3,48953924.0,17378.034788782392,78842,2817
119,-332883.80000000005,50760005.0,18128.573214285716,84288,2800
120,-309956.4999999999,47498718.0,16730.79182810849,81885,2839
121,-331107.3333333335,50062218.0,18112.23516642547,82282,2764
122,-311316.1333333333,47878875.0,16882.537023977435,82050,2836
123,-309875.03333333344,47596418.0,17282.64996368918,79159,2754
124,-322699.0333333332,48488038.0,17103.364373897708,79465,2835
125,-320581.7666666666,49149640.0,17137.252440725246,81953,2868
126,-324886.4666666669,48713536.0,17541.784659704717,81197,2777
127,-313147.133333333,48006902.0,16945.606071302507,84527,2833
128,-318205.3,48800478.0,17466.16964924839,80593,2794
129,-310555.7000000003,47567700.0,17178.656554712892,80588,2769
130,-312255.23333333357,47739788.0,17203.527207207208,83223,2775
131,-311919.53333333327,47892709.0,16839.9117440225,84627,2844
132,-314810.5999999999,48236715.0,17401.41233766234,82984,2772
133,-317081.46666666673,48301237.0,17306.068434252957,82558,2791
134,-311531.83333333314,47149030.0,16672.2171145686,80258,2828
135,-311769.00000000023,47883556.0,17630.17525773196,82535,2716
136,-313498.83333333343,48079380.0,16911.49489975378,82431,2843
137,-315758.9666666669,48412930.0,17579.132171387075,81227,2754
138,-313752.6666666667,48099054.0,17050.355902162355,82674,2821
139,-312607.23333333334,47947285.0,17057.02063322661,82900,2811
140,-318629.13333333324,48824188.0,17512.262553802007,83840,2788
141,-310723.26666666695,47621094.0,16709.155789473683,84177,2850
142,-313410.2000000001,48143375.0,17622.02598828697,81138,2732
143,-314578.69999999984,48309079.0,17130.879078014183,81242,2820
144,-315948.8,48456634.0,17020.243765367053,82891,2847
145,-339834.0000000002,51657831.0,18475.619098712446,81352,2796
146,-310206.43333333323,47430892.0,17241.327517266447,80448,2751
147,-314775.7666666669,47970112.0,17028.793752218673,83526,2817
148,-319056.19999999995,48929400.0,18088.502772643253,81728,2705
149,-320660.0333333332,48832706.0,18099.59451445515,82122,2698
150,-308528.13333333336,47100432.0,16979.247296323,83880,2774
151,-329163.5000000001,49967523.0,17851.91961414791,83653,2799
152,-326135.5999999999,49606359.0,18712.31950207469,80198,2651
153,-314809.1,48042562.0,17300.16636658264,81411,2777
154,-314553.1333333333,48267761.0,18118.528903903905,81377,2664
155,-321459.3999999999,49197592.0,17994.7300658376,82194,2734
156,-315413.16666666657,48367101.0,18033.967561521255,79782,2682
157,-334069.69999999995,50622913.0,18625.05997056659,81839,2718
158,-330338.63333333354,50103141.0,18467.79985256174,81481,2713
159,-311819.0999999999,47824114.0,17725.765011119347,81247,2698
160,-315186.6666666666,48320673.0,18428.937070938216,79604,2622
161,-342638.4666666667,52126267.0,19256.101588474325,80566,2707
162,-317018.0000000002,48657199.0,18210.029565868263,79267,2672
163,-316208.8666666668,48232473.0,18608.207175925927,79332,2592
164,-315762.7666666666,48452580.0,17689.87951807229,82207,2739
165,-318777.8333333334,48696448.0,17889.95150624541,82062,2722
166,-333652.2333333333,50260736.0,18417.27226090143,80773,2729
167,-339225.1666666667,51423701.0,18754.08497447119,82433,2742
168,-331542.23333333316,50302230.0,17856.666666666668,83201,2817
169,-316054.16666666657,48493895.0,17854.895066273933,83093,2716
170,-306191.33333333326,47054526.0,17048.741304347826,83300,2760
171,-314263.26666666655,48200012.0,17766.31478068559,80331,2713
172,-340683.0999999999,51520549.0,18626.37346348518,81498,2766
173,-310012.3666666666,47625312.0,17162.274594594594,82781,2775
174,-347767.2666666667,52990338.0,19283.237991266375,81994,2748
175,-313367.59999999986,47404167.0,16911.9397074563,81955,2803
176,-317264.56666666665,48651537.0,17827.606082814218,81776,2729
177,-314739.36666666664,48284858.0,17745.26203601617,82643,2721
178,-313722.4333333334,47951704.0,17405.33720508167,79944,2755
179,-335897.1666666664,51144832.0,18266.01142857143,81265,2800
180,-313073.16666666686,47269824.0,17611.70789865872,81253,2684
181,-311311.7000000002,47842148.0,17627.910095799558,78567,2714
182,-317843.93333333335,48797542.0,17796.33187454413,82096,2742
183,-314586.10000000003,48357782.0,17591.044743543105,80882,2749
184,-322861.49999999994,48650556.0,17325.696581196582,81369,2808
185,-315757.6000000001,48253230.0,17858.338267949668,81528,2702
186,-316815.80000000016,48294983.0,17814.45333825157,81241,2711
187,-310472.4000000001,47600952.0,17545.50387025433,81228,2713
188,-308655.36666666664,46862375.0,17065.68645302258,81230,2746
189,-330922.29999999993,50498103.0,18177.862850971924,84638,2778
190,-316093.1999999999,48476054.0,18224.08045112782,80753,2660
191,-336821.73333333305,51234500.0,19039.20475659606,81855,2691
192,-317397.56666666665,48717574.0,18335.55664283026,81571,2657
193,-348139.0666666666,52965091.0,18936.39292098677,80369,2797
194,-314236.46666666656,48191424.0,17678.43873807777,81721,2726
195,-319860.4666666664,49110544.0,18874.152190622597,78987,2602
196,-320712.70000000024,48900981.0,17978.301838235293,81497,2720
197,-318467.43333333347,48283307.0,17922.53414996288,81039,2694
198,-314748.9666666664,47899986.0,17780.247216035634,82820,2694
199,-312028.1666666665,47886384.0,17476.782481751823,82696,2740
200,-316359.9666666667,48652134.0,18331.62547098719,80632,2654
201,-317558.9333333331,48672349.0,17894.245955882354,80985,2720
202,-331230.26666666666,50292488.0,18064.830459770114,82518,2784
203,-335626.80000000005,50968798.0,18759.21899153478,81226,2717
204,-321015.2666666667,49048838.0,18418.639879834773,80823,2663
205,-313217.4999999997,48025429.0,17476.502547307133,81731,2748
206,-317807.10000000027,48648567.0,17984.68280961183,81280,2705
207,-318456.9333333335,49067744.0,18474.301204819276,80521,2656
208,-310506.56666666653,47401352.0,17614.77220364177,81434,2691
209,-314685.66666666686,48064056.0,17683.6114790287,83184,2718
210,-326148.40000000026,49892858.0,18749.664787673806,81987,2661
211,-317814.3666666668,48588125.0,17889.589469808543,80456,2716
212,-331879.8666666666,50199154.0,18083.26873198847,82201,2776
213,-329112.1666666666,49949500.0,17813.659058487876,84041,2804
214,-317394.8333333333,48676528.0,17415.57352415027,83969,2795
215,-309967.89999999985,47505579.0,17262.20167151163,82493,2752
216,-315848.2333333333,48177372.0,17602.25502374863,79726,2737
217,-318487.033333333,48900063.0,18742.83748562668,79415,2609
218,-314492.6333333334,48230182.0,17474.703623188405,81957,2760
219,-310810.3666666669,47756066.0,17538.03378626515,83545,2723
220,-323171.59999999986,48808919.0,17246.96784452297,83661,2830
221,-332177.66666666674,50505034.0,18866.28091146806,80662,2677
222,-317440.3666666665,48726661.0,18053.597999258986,81331,2699
223,-319722.1,48884315.0,17622.319754866618,82600,2774
224,-314688.2333333333,48381469.0,17586.866230461652,83266,2751
225,-317411.96666666673,48747631.0,17459.753223495703,84110,2792
226,-312567.60000000015,47674631.0,16858.073196605375,80787,2828
227,-313619.43333333323,47891169.0,17085.682839814486,83915,2803
228,-310281.6333333334,47535562.0,16511.136505731156,83045,2879
229,-337159.39999999985,51076039.0,19561.868632707774,78497,2611
230,-330656.5,50280103.0,18250.49110707804,83407,2755
231,-334746.9333333333,51033719.0,18679.984992679354,81940,2732
232,-310929.9333333334,47789467.0,17396.96650891882,81589,2747
233,-317441.7666666666,48705817.0,18221.405536849983,81259,2673
234,-330716.33333333343,50284329.0,18358.645125958377,81578,2739
235,-314279.3333333332,48214268.0,17312.1249551167,81529,2785
236,-319785.4999999998,49156663.0,18260.27600297177,82502,2692
237,-316900.1666666666,48565260.0,17822.11376146789,82165,2725
238,-316882.4999999999,48585031.0,18320.147435897437,77995,2652
239,-317425.43333333335,48581802.0,17595.72691053966,81386,2761
240,-314190.16666666657,48227100.0,17372.874639769452,81724,2776
241,-313070.0666666669,47786564.0,17320.24791591156,83564,2759
242,-317667.39999999997,48617948.0,17946.82465854559,82835,2709
243,-307967.36666666676,45975488.0,16460.969566774078,82027,2793
244,-313460.1999999998,48024952.0,17444.588448964765,82501,2753
245,-312199.1333333331,47903251.0,17337.40535649656,82410,2763
246,-315456.93333333335,48393359.0,18057.223507462688,80953,2680
247,-317024.2333333334,48266394.0,17962.930405656865,81766,2687
248,-332419.2999999998,50455661.0,18071.51181948424,82603,2792
249,-321782.13333333354,49294626.0,18721.8480820357,80010,2633
250,-328584.9333333331,49956881.0,18212.497630331753,81581,2743
